2.141176,0,0,0,0,0,0,0,0.023529,0,0,0,0,0,0,0,2.278431,0,0,1.941176,3.831373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0,3.741176,0,0,0,3.078431,0,0,0,0,0,0,0,2.729412,0,0,0,0,3.815686,0,0,0,0,0,0,0,0,0,0,3.392157,9.905882,0,0,0,0,0,6.592157,0,0,4.752941,0,1.737255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960784,0,0,0,0,0,0,1.447059,0,0,0,0,0,2.180392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509804,0,0,0,0,0,3.117647,0,0,0,0,0,0,0
0,0,0,0,0,0.843137,0,0,0,0,0,0,0,0,0,0,0,2.894118,0,0,0,0,0,0,0,0,0,0,0,1.709804,0,0,0,0,0,0,0,0,3.482353,0,0,0,3.184314,0,0.678431,0,0,0,0,0,0,0,2.121569,0,0,0,0,0,0,0.035294,0,0,0,0,0,0,0,3.25098,0,0,0,0,0,0,0,0,0,0,0,1.654902,0,0,3.086275,0,0,0.223529,0,0,3.819608,0,0,0,0,0,0,3.74902,0,0,0,0,0,0,0,0,0,3.87451,1.101961,0,0,2.427451,0,1.007843,0,0,0,0,0,1.207843,0,0,0,0,0,0,0,0,0,0,2.92549,0,0.984314,0,0,0,1.556863,0,0,0,0,3.070588,0,0,0,0,0,0,0,1.639216,0,0,3.47451,0,2.301961,0,0,0,0,0,0,0,0,0,0,0,0,2.203922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164706,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227451,0.654902,0,0,0,0,0,0,0,0,0,2.698039,0,0,0,0,0,0,0,0,0.137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737255,0,0,3.658824,0,0,0,0,0,0,0,0,0,1.231373,0,0,0,0,0,0,0.517647,3.760784,3.752941,0,0,0,0,0,3.65098,3.654902,0,0,0,0,0,0,0,0,0,0,3.407843,0,0,1.07451,0,0,0,0,0,0.043137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239216,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.541176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.317647,0,0,0,0,0,0,0,0,3.047059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839216,2.831373,0,0,2.576471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976471,1.956863,0,0,0,0,0,0,0,0,0,0,1.564706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439216,0,1.486275,0,0,0,0,2.047059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.717647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917647,0,0,0
1.262745,0,0,0,2.215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.831373,0,0,0,0,1.392157,0.823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.058824,3.803922,3.423529,38.156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,0,0,2.556863,0,0,0,0,0,0,2.301961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74902,0,0,0,0,0,0,0,0,0,2.603922,0,0,0,0,0,3.662745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.643137,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384314,0,0,0,0,0,0,2.917647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701961,0,0,0,0,0,0,0,1.294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772549,0,2.352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776471,0,0,0,0,0,0,0,0,2.227451,0,0,0,0,0,2.756863,0,2.827451,0,0,0,0,0.705882,0,0,0,0,0,0,0,2.396078,0,0,0,0,3.309804,0,0.329412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.062745,0,0,0,0,0,0,0,0,0,0,0,1.639216,0,0,0,0,0,0,0,0,0.623529,0,0,0,0,0,0,0,0,0,2.666667,0,0,0,0,0,0.756863,0.87451,0,0,0,0,0,0,0,0,0,3.819608,0,0,6.12549,3.654902,0,2.270588,0,0,0,0,0,0,0,0,0,0,0,2.866667,0.972549,0,0,0,0,0,0,0,0,0,0,0,2.54902,0,0,1.607843,1.768627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74902,0,0,0,0.054902,0,0,0,0,0,0,3.470588,0,0,0,0,0,0,2.352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627451,0,0,0,0,0,1.713725,0,0,0,0,0,1.94902,0,0,0,0,0,0,0
0,1.701961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25098,0,0,0,0,0,3.031373,0,0,0,0,0,0,0,0,0,0,1.392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192157,0,0,3.227451,0,0,0,0,3.25098,0,2.576471,2.611765,1.580392,0,0,0,0,0,0,3.666667,0,0,0,2.34902,0,0,0,2.466667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.639216,0,0,0,0,0,0,0,0,0,6.133333,0,0,0,0,0,0,0,0,0,2.85098,0,0,0,0,0,1.552941,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45098,3.615686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.039216,0
0,0,3.129412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74902,0,0.72549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768627,0,0,0,0,0,0,0,6.964706,2.705882,0,0,0,0,0,3.027451,0,0,0,0,0,0,0,0,1.180392,0,0,0,0,0,3.670588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482353,0,0,0,0,0,0,0,0,0,0,0,3.333333,0,0,0,0,0,0,2.772549,0,0,0,0.976471,0,0,0,0,1.372549,0,0,0,0,1.729412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.654902,0,0,0,0,0,0,2.105882,0,0,3.658824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.894118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768627,0,0,2.329412,0
0,2.517647,0,0,0,0,0,0,0,0,1.988235,0,0,0,0,0,0,0,0,0.376471,0,0,0,0,0,0,2.964706,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,2.631373,0,0,0,0,0,0,1.101961,0,3.780392,0,0,2.596078,0,0,0,0,0,0,0,0,2.109804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.992157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294118,0,0,0,0,2.266667,0,0
